Horas_Estudio,Asistencia,Involucración_Padres,Acceso_Recursos,Actividades_Extraescolares,Horas_Sueño,Puntuación_Anterior,Nivel_Motivación,Acceso_Internet,Tutorías,Ingreso_Familiar,Calidad_Profesorado,Tipo_Centro,Influencia_Compañeros,Actividad_Física,Problemas_Aprendizaje,Nivel_Educación_Padres,Distancia_Vivienda,Género,Puntuación,Niveles_Rendimiento,Niveles_Previos_Rto
20,79,Medio,Medio,No,8,83,Medio,Sí,3,Bajo,Medio,Privado,Neutral,4,No,Universidad,Moderada,Hombre,67,2,4
16,76,Bajo,Medio,Sí,5,79,Medio,Sí,0,Bajo,Alto,Público,Positiva,4,No,Postgrado,Moderada,Mujer,65,2,3
16,65,Medio,Medio,No,5,77,Medio,Sí,1,Alto,Alto,Público,Positiva,3,No,Instituto,Moderada,Hombre,63,1,3
15,88,Alto,Medio,No,8,55,Medio,Sí,1,Alto,Alto,Privado,Neutral,2,No,Instituto,Cercana,Hombre,67,2,1
17,100,Medio,Alto,Sí,5,71,Bajo,Sí,2,Bajo,Medio,Público,Neutral,4,No,Instituto,Cercana,Hombre,70,2,3
25,76,Alto,Alto,Sí,6,57,Bajo,No,0,Medio,Medio,Público,Positiva,3,No,Postgrado,Moderada,Hombre,68,2,1
19,85,Medio,Medio,Sí,9,53,Alto,Sí,1,Medio,Medio,Público,Neutral,3,No,Universidad,Lejana,Hombre,66,2,1
12,99,Medio,Medio,Sí,7,66,Bajo,Sí,3,Medio,Bajo,Privado,Negativa,1,No,Postgrado,Moderada,Mujer,67,2,2
31,93,Medio,Bajo,No,8,82,Bajo,Sí,2,Alto,Alto,Privado,Neutral,1,No,Instituto,Cercana,Hombre,72,2,4
22,79,Alto,Alto,Sí,8,93,Medio,Sí,0,Medio,Medio,Privado,Negativa,2,Sí,Instituto,Cercana,Mujer,68,2,5
12,89,Medio,Alto,No,8,91,Medio,No,1,Bajo,Alto,Público,Neutral,2,No,Instituto,Cercana,Hombre,66,2,5
17,65,Medio,Medio,No,7,65,Medio,Sí,0,Alto,Medio,Privado,Neutral,4,No,Instituto,Moderada,Hombre,62,1,2
21,80,Alto,Bajo,Sí,6,52,Medio,Sí,1,Bajo,Medio,Público,Negativa,4,No,Instituto,Cercana,Hombre,65,2,1
30,71,Alto,Bajo,No,10,70,Bajo,Sí,3,Medio,Medio,Público,Neutral,4,Sí,Instituto,Cercana,Mujer,67,2,2
13,66,Medio,Medio,Sí,7,66,Bajo,Sí,3,Medio,Medio,Público,Negativa,2,No,Universidad,Cercana,Mujer,62,1,2
26,77,Medio,Bajo,Sí,7,69,Bajo,Sí,1,Alto,Medio,Público,Neutral,3,Sí,Instituto,Cercana,Mujer,66,2,2
28,65,Medio,Medio,No,8,78,Alto,No,1,Alto,Medio,Privado,Positiva,3,No,Universidad,Cercana,Mujer,67,2,3
16,88,Medio,Medio,Sí,6,52,Medio,Sí,2,Alto,Alto,Público,Positiva,3,No,Instituto,Cercana,Mujer,68,2,1
18,78,Medio,Medio,Sí,6,69,Medio,Sí,1,Medio,Medio,Público,Negativa,4,No,Postgrado,Moderada,Mujer,66,2,2
14,81,Alto,Alto,No,9,78,Medio,Sí,0,Medio,Medio,Privado,Positiva,4,No,Universidad,Cercana,Mujer,68,2,3
19,66,Bajo,Medio,No,6,72,Medio,Sí,2,Bajo,Medio,Público,Negativa,5,No,Instituto,Cercana,Hombre,62,1,3
20,66,Medio,Alto,No,8,83,Medio,Sí,1,Bajo,Medio,Público,Neutral,2,Sí,Universidad,Cercana,Hombre,64,1,4
24,83,Alto,Bajo,No,8,59,Medio,Sí,1,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,68,2,1
27,99,Bajo,Bajo,Sí,7,58,Bajo,Sí,2,Medio,Medio,Privado,Positiva,2,No,Postgrado,Moderada,Hombre,71,2,1
16,64,Medio,Medio,No,7,65,Medio,Sí,2,Medio,Alto,Público,Neutral,4,No,Instituto,Cercana,Hombre,63,1,2
8,71,Alto,Medio,No,8,55,Alto,Sí,1,Bajo,Alto,Público,Positiva,2,No,Universidad,Moderada,Hombre,62,1,1
20,95,Alto,Bajo,Sí,7,62,Bajo,Sí,1,Bajo,Bajo,Privado,Positiva,3,No,Universidad,Cercana,Hombre,69,2,2
22,63,Medio,Medio,Sí,4,54,Medio,Sí,0,Medio,Medio,Privado,Positiva,3,No,Instituto,Moderada,Hombre,62,1,1
21,95,Bajo,Medio,Sí,9,70,Medio,Sí,3,Alto,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,71,2,2
18,81,Bajo,Alto,Sí,6,86,Medio,Sí,3,Bajo,Medio,Público,Positiva,4,No,Universidad,Cercana,Hombre,69,2,4
21,76,Medio,Medio,Sí,7,64,Bajo,Sí,1,Medio,Alto,Privado,Positiva,2,No,Instituto,Moderada,Hombre,66,2,2
29,72,Bajo,Medio,No,5,50,Bajo,Sí,0,Bajo,Medio,Público,Neutral,4,No,Instituto,Cercana,Mujer,64,1,1
22,72,Bajo,Alto,No,6,78,Bajo,No,1,Bajo,Alto,Público,Neutral,3,No,Postgrado,Cercana,Hombre,65,2,3
18,72,Alto,Alto,No,6,85,Alto,Sí,1,Alto,Alto,Privado,Positiva,1,No,Instituto,Moderada,Hombre,68,2,4
17,95,Alto,Medio,No,7,70,Alto,Sí,1,Bajo,Medio,Público,Neutral,3,No,Instituto,Cercana,Hombre,69,2,2
19,89,Alto,Medio,Sí,6,65,Bajo,Sí,2,Bajo,Medio,Público,Neutral,3,Sí,Postgrado,Cercana,Hombre,68,2,2
30,87,Bajo,Medio,Sí,10,75,Bajo,Sí,3,Bajo,Bajo,Público,Neutral,4,No,Universidad,Cercana,Hombre,71,2,3
19,92,Bajo,Medio,No,7,55,Medio,Sí,1,Medio,Medio,Público,Neutral,5,No,Instituto,Lejana,Hombre,66,2,1
20,70,Alto,Bajo,No,8,82,Medio,Sí,2,Bajo,Alto,Privado,Positiva,3,No,Instituto,Moderada,Hombre,65,2,4
17,85,Alto,Medio,Sí,7,87,Medio,Sí,1,Bajo,Medio,Privado,Neutral,1,No,Instituto,Cercana,Mujer,68,2,4
27,78,Alto,Alto,No,8,85,Medio,Sí,0,Alto,Medio,Público,Positiva,3,No,Universidad,Cercana,Hombre,72,2,4
32,91,Alto,Medio,Sí,4,66,Medio,Sí,3,Bajo,Alto,Público,Neutral,2,No,Postgrado,Cercana,Mujer,75,3,2
23,72,Alto,Bajo,Sí,6,92,Bajo,Sí,2,Alto,Medio,Público,Negativa,3,No,Universidad,Cercana,Hombre,67,2,5
20,86,Medio,Medio,No,6,97,Bajo,Sí,1,Bajo,Medio,Privado,Neutral,2,No,Instituto,Moderada,Hombre,67,2,5
20,95,Medio,Medio,No,6,65,Alto,Sí,2,Bajo,Medio,Público,Neutral,3,No,Universidad,Cercana,Mujer,70,2,2
6,76,Medio,Medio,Sí,8,63,Medio,Sí,5,Medio,Medio,Público,Neutral,3,No,Universidad,Cercana,Hombre,64,1,2
24,63,Medio,Medio,Sí,8,85,Alto,Sí,1,Bajo,Medio,Privado,Positiva,3,No,Instituto,Lejana,Mujer,65,2,4
21,81,Medio,Medio,Sí,7,85,Medio,Sí,1,Bajo,Alto,Público,Negativa,3,No,Postgrado,Moderada,Hombre,68,2,4
23,74,Alto,Alto,No,7,76,Medio,Sí,1,Medio,Bajo,Público,Neutral,2,No,Universidad,Moderada,Mujer,67,2,3
16,87,Bajo,Medio,Sí,10,96,Medio,No,1,Bajo,Alto,Público,Positiva,1,No,Universidad,Moderada,Hombre,66,2,5
18,98,Alto,Medio,No,7,57,Bajo,Sí,0,Alto,Medio,Privado,Neutral,1,No,Postgrado,Moderada,Hombre,69,2,1
18,79,Bajo,Alto,No,4,74,Bajo,Sí,2,Bajo,Medio,Público,Negativa,1,No,Instituto,Cercana,Mujer,64,1,3
26,79,Medio,Alto,Sí,8,52,Alto,Sí,1,Medio,Medio,Público,Negativa,3,Sí,Postgrado,Cercana,Mujer,68,2,1
18,86,Alto,Medio,No,8,53,Bajo,Sí,5,Bajo,Alto,Privado,Negativa,3,No,Instituto,Cercana,Hombre,68,2,1
32,64,Bajo,Alto,Sí,9,53,Bajo,No,1,Bajo,Medio,Privado,Positiva,3,No,Universidad,Cercana,Mujer,65,2,1
23,70,Medio,Medio,Sí,8,75,Medio,Sí,0,Alto,Medio,Público,Positiva,2,No,Instituto,Moderada,Hombre,65,2,3
12,97,Bajo,Medio,Sí,6,79,Medio,No,1,Medio,Medio,Público,Negativa,2,No,Instituto,Cercana,Hombre,65,2,3
19,87,Alto,Medio,No,8,50,Bajo,Sí,0,Alto,Alto,Público,Neutral,2,No,Instituto,Cercana,Mujer,67,2,1
16,61,Alto,Medio,Sí,7,82,Medio,Sí,2,Bajo,Medio,Público,Negativa,3,No,Instituto,Cercana,Mujer,63,1,4
7,68,Alto,Medio,No,9,74,Medio,Sí,1,Bajo,Alto,Público,Positiva,3,No,Instituto,Cercana,Mujer,62,1,3
30,87,Alto,Medio,Sí,9,61,Alto,Sí,2,Medio,Alto,Privado,Neutral,4,No,Instituto,Moderada,Hombre,73,2,2
24,91,Alto,Alto,Sí,7,51,Alto,Sí,2,Medio,Medio,Público,Neutral,3,No,Instituto,Moderada,Hombre,72,2,1
23,94,Bajo,Medio,No,8,58,Alto,Sí,5,Bajo,Bajo,Público,Neutral,6,No,Instituto,Cercana,Mujer,71,2,1
21,72,Medio,Medio,No,9,80,Alto,Sí,3,Bajo,Medio,Público,Neutral,4,No,Instituto,Cercana,Hombre,67,2,4
12,97,Medio,Bajo,Sí,7,83,Medio,Sí,0,Bajo,Medio,Público,Neutral,2,No,Universidad,Moderada,Hombre,66,2,4
17,82,Medio,Alto,Sí,10,82,Alto,Sí,1,Medio,Medio,Privado,Positiva,2,No,Instituto,Moderada,Hombre,68,2,4
25,88,Alto,Alto,Sí,9,58,Bajo,Sí,0,Bajo,Medio,Público,Negativa,4,No,Postgrado,Cercana,Hombre,70,2,1
14,84,Medio,Medio,Sí,6,96,Medio,No,2,Bajo,Medio,Privado,Neutral,2,No,Postgrado,Lejana,Hombre,66,2,5
5,65,Bajo,Alto,No,7,71,Medio,Sí,0,Bajo,Medio,Privado,Negativa,2,No,Universidad,Lejana,Hombre,56,1,3
19,99,Medio,Alto,Sí,8,88,Alto,No,1,Bajo,Alto,Público,Positiva,3,No,Instituto,Lejana,Mujer,71,2,4
19,65,Bajo,Alto,No,10,58,Medio,Sí,2,Medio,Alto,Privado,Positiva,3,No,Postgrado,Moderada,Mujer,64,1,1
21,70,Medio,Medio,No,8,74,Bajo,Sí,2,Medio,Medio,Público,Positiva,3,No,Postgrado,Lejana,Hombre,65,2,3
24,93,Medio,Medio,Sí,7,76,Alto,Sí,2,Bajo,Medio,Público,Neutral,1,Sí,Instituto,Cercana,Hombre,70,2,3
24,85,Alto,Bajo,Sí,9,89,Medio,Sí,1,Bajo,Medio,Público,Positiva,2,No,Postgrado,Moderada,Hombre,70,2,4
22,94,Bajo,Alto,Sí,7,81,Medio,Sí,2,Medio,Alto,Público,Neutral,4,No,Instituto,Lejana,Hombre,71,2,4
27,81,Alto,Alto,Sí,6,70,Medio,Sí,0,Bajo,Medio,Público,Positiva,5,No,Instituto,Lejana,Mujer,70,2,2
11,75,Bajo,Alto,No,8,64,Medio,Sí,3,Bajo,Medio,Público,Neutral,3,Sí,Universidad,Moderada,Mujer,62,1,2
23,97,Medio,Medio,Sí,6,99,Bajo,Sí,1,Bajo,Medio,Privado,Positiva,3,No,Instituto,Cercana,Mujer,72,2,5
24,61,Medio,Medio,No,10,64,Bajo,Sí,0,Bajo,Medio,Privado,Positiva,3,No,Instituto,Cercana,Mujer,62,1,2
13,94,Bajo,Medio,Sí,7,56,Alto,Sí,2,Bajo,Alto,Público,Neutral,4,No,Universidad,Cercana,Hombre,67,2,1
11,69,Bajo,Medio,Sí,8,65,Bajo,Sí,0,Bajo,Medio,Público,Negativa,2,No,Universidad,Moderada,Hombre,58,1,2
16,94,Bajo,Medio,Sí,6,66,Medio,Sí,3,Medio,Alto,Público,Negativa,4,No,Universidad,Cercana,Mujer,69,2,2
16,66,Medio,Bajo,No,9,56,Medio,Sí,0,Bajo,Alto,Privado,Positiva,4,Sí,Universidad,Cercana,Mujer,60,1,1
25,83,Alto,Alto,Sí,7,85,Alto,Sí,2,Bajo,Medio,Público,Negativa,4,No,Universidad,Cercana,Hombre,72,2,4
16,96,Medio,Medio,No,7,81,Medio,Sí,0,Bajo,Bajo,Público,Negativa,3,No,Instituto,Moderada,Hombre,66,2,4
15,79,Medio,Alto,Sí,7,66,Medio,Sí,2,Bajo,Medio,Público,Positiva,3,No,Universidad,Lejana,Mujer,66,2,2
16,90,Medio,Alto,Sí,5,100,Bajo,Sí,1,Alto,Medio,Privado,Negativa,4,No,Instituto,Moderada,Hombre,69,2,5
27,92,Bajo,Medio,Sí,7,83,Bajo,Sí,2,Bajo,Medio,Público,Positiva,4,Sí,Universidad,Moderada,Mujer,70,2,4
20,89,Bajo,Medio,Sí,8,85,Medio,Sí,2,Medio,Alto,Público,Positiva,1,No,Postgrado,Cercana,Mujer,70,2,4
19,97,Alto,Alto,No,5,78,Bajo,Sí,0,Medio,Bajo,Privado,Negativa,3,No,Universidad,Moderada,Hombre,70,2,3
19,78,Bajo,Alto,Sí,9,78,Medio,Sí,2,Bajo,Alto,Público,Negativa,2,No,Universidad,Cercana,Mujer,67,2,3
28,67,Alto,Medio,Sí,7,51,Medio,Sí,2,Medio,Medio,Público,Neutral,3,No,Instituto,Cercana,Mujer,67,2,1
16,62,Bajo,Bajo,No,7,89,Alto,Sí,0,Medio,Medio,Público,Neutral,3,No,Instituto,Lejana,Mujer,59,1,4
28,70,Medio,Medio,Sí,4,96,Bajo,Sí,1,Medio,Medio,Privado,Positiva,2,No,Instituto,Moderada,Hombre,67,2,5
21,66,Alto,Medio,Sí,7,56,Medio,Sí,1,Bajo,Medio,Privado,Neutral,4,No,Postgrado,Moderada,Hombre,65,2,1
19,82,Medio,Medio,No,5,90,Medio,Sí,1,Alto,Medio,Público,Negativa,3,No,Universidad,Cercana,Hombre,68,2,5
35,67,Alto,Alto,Sí,6,77,Bajo,Sí,1,Bajo,Medio,Público,Positiva,3,No,Universidad,Cercana,Hombre,71,2,3
14,62,Medio,Medio,No,5,64,Medio,Sí,2,Bajo,Medio,Público,Neutral,3,No,Universidad,Cercana,Hombre,61,1,2
18,61,Medio,Medio,Sí,6,96,Medio,Sí,0,Medio,Medio,Público,Negativa,3,No,Instituto,Cercana,Hombre,63,1,5
13,93,Medio,Alto,Sí,7,51,Bajo,Sí,1,Bajo,Alto,Privado,Neutral,3,No,Instituto,Cercana,Mujer,67,2,1
26,84,Alto,Medio,No,7,64,Medio,No,1,Medio,Alto,Público,Neutral,4,No,Universidad,Cercana,Hombre,69,2,2
30,74,Medio,Alto,No,8,94,Bajo,Sí,0,Medio,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,70,2,5
30,96,Medio,Bajo,Sí,4,74,Alto,No,0,Bajo,Bajo,Público,Negativa,3,No,Instituto,Moderada,Hombre,69,2,3
27,63,Alto,Medio,Sí,7,80,Medio,Sí,1,Bajo,Alto,Público,Neutral,4,No,Instituto,Lejana,Mujer,66,2,4
19,99,Medio,Bajo,Sí,7,87,Bajo,Sí,1,Medio,Medio,Público,Positiva,4,No,Instituto,Moderada,Mujer,70,2,4
18,85,Medio,Medio,Sí,6,57,Bajo,Sí,2,Medio,Alto,Público,Neutral,2,No,Postgrado,Moderada,Hombre,67,2,1
10,67,Alto,Alto,No,6,61,Medio,Sí,0,Bajo,Alto,Privado,Neutral,2,No,Instituto,Cercana,Mujer,61,1,2
32,87,Medio,Alto,Sí,9,100,Medio,Sí,2,Medio,Bajo,Privado,Neutral,2,No,Postgrado,Moderada,Hombre,74,3,5
23,91,Medio,Alto,Sí,10,62,Bajo,Sí,1,Medio,Alto,Privado,Negativa,3,No,Universidad,Cercana,Hombre,70,2,2
17,77,Alto,Medio,Sí,4,77,Bajo,Sí,0,Medio,Medio,Privado,Positiva,4,No,Instituto,Cercana,Mujer,66,2,3
28,94,Medio,Alto,Sí,6,65,Alto,Sí,1,Bajo,Alto,Público,Positiva,1,No,Instituto,Cercana,Mujer,73,2,2
14,66,Medio,Medio,Sí,5,93,Medio,Sí,1,Medio,Medio,Privado,Negativa,2,No,Instituto,Cercana,Hombre,62,1,5
22,71,Medio,Bajo,Sí,7,98,Bajo,Sí,2,Bajo,Alto,Público,Neutral,2,No,Instituto,Moderada,Mujer,65,2,5
19,64,Alto,Medio,No,9,57,Bajo,Sí,0,Medio,Alto,Privado,Neutral,3,No,Instituto,Cercana,Mujer,62,1,1
24,68,Bajo,Medio,Sí,8,80,Medio,No,1,Bajo,Bajo,Público,Positiva,4,No,Postgrado,Moderada,Hombre,64,1,4
20,70,Medio,Medio,Sí,7,91,Medio,Sí,1,Bajo,Medio,Público,Negativa,2,No,Instituto,Lejana,Hombre,63,1,5
11,97,Medio,Medio,No,7,91,Medio,Sí,1,Medio,Medio,Público,Positiva,4,No,Instituto,Cercana,Hombre,69,2,5
20,63,Medio,Medio,No,7,72,Bajo,Sí,3,Bajo,Alto,Público,Negativa,5,Sí,Postgrado,Cercana,Hombre,63,1,3
26,77,Medio,Medio,Sí,8,61,Medio,Sí,1,Bajo,Medio,Público,Neutral,4,No,Universidad,Moderada,Hombre,67,2,2
20,81,Medio,Bajo,No,8,69,Medio,Sí,1,Medio,Medio,Privado,Neutral,2,No,Instituto,Cercana,Mujer,65,2,2
25,96,Medio,Alto,No,8,88,Medio,Sí,0,Bajo,Medio,Privado,Neutral,1,No,Instituto,Cercana,Hombre,71,2,4
14,100,Medio,Medio,Sí,4,100,Medio,Sí,3,Bajo,Medio,Público,Neutral,3,No,Postgrado,Moderada,Mujer,71,2,5
20,90,Medio,Medio,No,7,78,Alto,Sí,0,Medio,Alto,Público,Positiva,4,Sí,Postgrado,Lejana,Hombre,69,2,3
16,99,Medio,Alto,Sí,7,60,Medio,Sí,2,Bajo,Alto,Privado,Neutral,3,No,Postgrado,Moderada,Hombre,71,2,1
24,91,Bajo,Medio,Sí,8,52,Medio,Sí,1,Bajo,Medio,Público,Neutral,5,No,Instituto,Cercana,Hombre,68,2,1
20,99,Bajo,Medio,Sí,7,97,Medio,Sí,2,Bajo,Medio,Público,Neutral,0,No,Instituto,Cercana,Hombre,70,2,5
24,88,Medio,Alto,Sí,8,74,Medio,Sí,0,Bajo,Alto,Privado,Neutral,3,No,Postgrado,Cercana,Hombre,71,2,3
27,63,Medio,Medio,Sí,6,86,Medio,Sí,1,Medio,Medio,Público,Positiva,4,No,Postgrado,Cercana,Mujer,68,2,4
24,76,Bajo,Alto,No,8,83,Medio,Sí,1,Alto,Medio,Privado,Positiva,4,No,Instituto,Cercana,Mujer,69,2,4
22,86,Medio,Medio,Sí,9,95,Medio,Sí,4,Medio,Bajo,Privado,Positiva,2,No,Universidad,Cercana,Hombre,71,2,5
14,74,Alto,Medio,No,5,63,Bajo,No,2,Bajo,Alto,Privado,Positiva,3,No,Universidad,Lejana,Mujer,63,1,2
20,71,Bajo,Medio,No,5,72,Medio,Sí,4,Medio,Medio,Público,Positiva,4,No,Postgrado,Moderada,Hombre,66,2,3
17,83,Medio,Medio,No,8,96,Medio,Sí,1,Bajo,Medio,Público,Positiva,3,No,Universidad,Moderada,Hombre,67,2,5
18,97,Alto,Bajo,Sí,7,79,Medio,Sí,3,Alto,Medio,Privado,Positiva,3,No,Instituto,Lejana,Hombre,71,2,3
18,61,Bajo,Bajo,No,9,54,Medio,Sí,0,Medio,Medio,Público,Neutral,2,No,Universidad,Cercana,Mujer,59,1,1
14,91,Alto,Medio,Sí,7,60,Medio,Sí,0,Alto,Medio,Público,Neutral,2,No,Instituto,Cercana,Hombre,67,2,1
8,89,Alto,Alto,No,8,62,Medio,Sí,2,Medio,Medio,Público,Positiva,4,Sí,Instituto,Moderada,Hombre,66,2,2
16,99,Bajo,Alto,Sí,6,100,Alto,Sí,1,Alto,Alto,Público,Positiva,3,No,Instituto,Lejana,Mujer,72,2,5
21,97,Alto,Alto,No,8,61,Bajo,Sí,0,Bajo,Alto,Público,Neutral,3,Sí,Postgrado,Cercana,Mujer,70,2,2
12,90,Medio,Medio,Sí,8,93,Bajo,Sí,3,Alto,Medio,Público,Neutral,3,No,Instituto,Cercana,Mujer,68,2,5
20,81,Bajo,Medio,No,6,54,Bajo,Sí,0,Bajo,Bajo,Público,Positiva,2,No,Universidad,Moderada,Mujer,63,1,1
31,68,Medio,Medio,No,9,59,Medio,Sí,3,Alto,Alto,Público,Neutral,2,No,Postgrado,Cercana,Mujer,69,2,1
26,82,Bajo,Medio,No,4,94,Bajo,Sí,0,Bajo,Bajo,Privado,Positiva,3,No,Instituto,Cercana,Hombre,67,2,5
30,91,Medio,Alto,Sí,7,95,Bajo,Sí,1,Medio,Alto,Público,Positiva,3,No,Universidad,Cercana,Mujer,75,3,5
22,96,Bajo,Bajo,Sí,5,59,Medio,Sí,0,Medio,Alto,Privado,Positiva,2,No,Instituto,Lejana,Mujer,67,2,1
27,92,Alto,Alto,Sí,5,61,Medio,Sí,0,Medio,Alto,Privado,Positiva,3,No,Postgrado,Cercana,Hombre,74,3,2
16,68,Medio,Alto,Sí,8,77,Medio,Sí,1,Medio,Alto,Público,Positiva,4,No,Postgrado,Moderada,Hombre,66,2,3
16,84,Medio,Alto,Sí,5,53,Medio,No,2,Bajo,Medio,Público,Neutral,1,No,Instituto,Cercana,Hombre,65,2,1
4,73,Bajo,Medio,Sí,5,97,Alto,Sí,1,Bajo,Alto,Público,Negativa,1,No,Instituto,Cercana,Hombre,60,1,5
27,60,Medio,Alto,No,8,68,Alto,Sí,1,Medio,Medio,Privado,Negativa,4,Sí,Instituto,Lejana,Mujer,63,1,2
29,68,Bajo,Alto,Sí,5,74,Bajo,Sí,3,Alto,Alto,Público,Neutral,2,Sí,Postgrado,Cercana,Hombre,69,2,3
17,65,Alto,Alto,No,9,55,Medio,Sí,1,Medio,Medio,Público,Positiva,2,No,Instituto,Cercana,Hombre,64,1,1
18,94,Bajo,Medio,Sí,8,52,Medio,Sí,1,Medio,Medio,Privado,Positiva,4,No,Universidad,Cercana,Mujer,68,2,1
15,70,Medio,Medio,No,6,73,Bajo,Sí,2,Medio,Bajo,Público,Positiva,4,No,Instituto,Moderada,Hombre,63,1,3
22,71,Medio,Medio,Sí,8,56,Bajo,Sí,0,Medio,Alto,Público,Neutral,2,No,Postgrado,Cercana,Hombre,65,2,1
27,98,Medio,Alto,No,4,82,Medio,Sí,0,Alto,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,74,3,4
10,75,Medio,Alto,Sí,8,90,Medio,Sí,2,Bajo,Medio,Público,Positiva,2,No,Postgrado,Moderada,Hombre,65,2,5
22,60,Medio,Medio,Sí,5,52,Medio,Sí,0,Bajo,Medio,Público,Negativa,2,No,Instituto,Cercana,Mujer,61,1,1
18,71,Medio,Alto,Sí,6,81,Medio,Sí,1,Bajo,Alto,Público,Positiva,3,No,Instituto,Cercana,Hombre,66,2,4
21,65,Medio,Alto,Sí,6,91,Alto,Sí,1,Medio,Alto,Público,Positiva,3,No,Instituto,Moderada,Hombre,67,2,5
23,64,Alto,Medio,Sí,9,72,Medio,Sí,0,Bajo,Alto,Público,Positiva,3,No,Universidad,Cercana,Hombre,66,2,3
19,63,Alto,Medio,No,6,98,Alto,Sí,4,Alto,Medio,Privado,Positiva,2,No,Postgrado,Cercana,Hombre,69,2,5
19,84,Medio,Medio,Sí,7,56,Bajo,Sí,2,Bajo,Medio,Público,Neutral,3,No,Instituto,Moderada,Mujer,65,2,1
19,68,Alto,Alto,No,6,66,Medio,Sí,2,Medio,Medio,Público,Neutral,3,No,Instituto,Lejana,Mujer,65,2,2
26,74,Alto,Medio,No,6,62,Medio,Sí,0,Bajo,Medio,Privado,Neutral,3,No,Instituto,Cercana,Mujer,66,2,2
23,94,Medio,Alto,No,5,100,Bajo,Sí,2,Medio,Alto,Público,Neutral,2,No,Postgrado,Cercana,Hombre,73,2,5
21,77,Bajo,Medio,Sí,7,65,Medio,Sí,2,Bajo,Alto,Público,Negativa,2,No,Instituto,Moderada,Mujer,64,1,2
12,97,Medio,Bajo,Sí,7,69,Bajo,Sí,0,Bajo,Alto,Público,Positiva,5,No,Instituto,Cercana,Mujer,67,2,2
18,80,Medio,Bajo,Sí,8,92,Alto,Sí,0,Medio,Alto,Privado,Positiva,1,No,Universidad,Cercana,Hombre,67,2,5
25,76,Medio,Bajo,Sí,7,96,Medio,Sí,3,Medio,Medio,Público,Positiva,4,Sí,Instituto,Cercana,Mujer,68,2,5
20,90,Medio,Bajo,Sí,7,97,Medio,Sí,2,Alto,Alto,Público,Positiva,3,No,Universidad,Moderada,Hombre,71,2,5
24,63,Medio,Medio,Sí,8,78,Medio,Sí,0,Bajo,Alto,Privado,Negativa,3,No,Instituto,Cercana,Hombre,64,1,3
31,64,Medio,Medio,Sí,6,83,Medio,Sí,1,Medio,Medio,Público,Positiva,2,No,Instituto,Moderada,Mujer,67,2,4
26,86,Medio,Bajo,No,5,67,Medio,Sí,2,Bajo,Alto,Privado,Positiva,1,No,Instituto,Moderada,Mujer,68,2,2
21,79,Bajo,Medio,Sí,8,80,Alto,Sí,1,Bajo,Alto,Privado,Negativa,3,No,Universidad,Cercana,Hombre,67,2,4
17,92,Bajo,Medio,Sí,6,65,Alto,Sí,3,Medio,Alto,Público,Positiva,2,No,Universidad,Cercana,Hombre,70,2,2
5,97,Medio,Bajo,Sí,7,87,Medio,Sí,2,Medio,Medio,Privado,Neutral,3,Sí,Instituto,Lejana,Mujer,64,1,4
19,76,Medio,Medio,Sí,6,65,Medio,Sí,0,Bajo,Medio,Público,Neutral,4,Sí,Instituto,Cercana,Mujer,63,1,2
18,84,Alto,Alto,No,6,94,Medio,Sí,3,Alto,Medio,Público,Neutral,4,No,Instituto,Cercana,Hombre,71,2,5
22,80,Bajo,Bajo,No,4,57,Bajo,Sí,1,Bajo,Medio,Público,Neutral,3,No,Postgrado,Moderada,Hombre,64,1,1
19,99,Bajo,Bajo,No,8,79,Alto,Sí,3,Medio,Medio,Privado,Positiva,4,No,Instituto,Cercana,Hombre,70,2,3
18,93,Medio,Alto,No,4,76,Alto,Sí,3,Bajo,Medio,Público,Negativa,3,No,Universidad,Cercana,Mujer,70,2,3
9,96,Medio,Alto,Sí,9,63,Medio,Sí,1,Alto,Medio,Privado,Neutral,1,No,Instituto,Cercana,Hombre,67,2,2
14,70,Medio,Medio,Sí,9,51,Bajo,Sí,1,Bajo,Alto,Público,Negativa,4,No,Universidad,Cercana,Hombre,62,1,1
23,91,Medio,Medio,No,6,57,Bajo,Sí,2,Bajo,Alto,Privado,Positiva,2,No,Instituto,Cercana,Hombre,69,2,1
30,71,Bajo,Alto,No,9,98,Bajo,Sí,2,Alto,Medio,Público,Positiva,1,No,Instituto,Moderada,Mujer,69,2,5
19,68,Bajo,Alto,No,10,97,Bajo,No,0,Bajo,Medio,Público,Positiva,3,No,Universidad,Lejana,Mujer,62,1,5
22,98,Bajo,Medio,No,7,56,Alto,Sí,1,Alto,Medio,Privado,Neutral,1,No,Universidad,Cercana,Mujer,70,2,1
26,61,Medio,Medio,Sí,8,69,Alto,Sí,2,Medio,Alto,Público,Positiva,3,No,Instituto,Cercana,Hombre,66,2,2
15,99,Alto,Medio,No,7,73,Bajo,Sí,1,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,69,2,3
22,66,Medio,Bajo,Sí,9,74,Medio,Sí,3,Bajo,Alto,Público,Negativa,3,No,Postgrado,Cercana,Mujer,65,2,3
